VBB-Nr;HAFAS-Nr;NAME;KOORDINATE_Y;KOORDINATE_X;lat;lon
344571;9344571;Papendorf, Ausbau;5931043;4626153;53.495858;13.899449
344572;9344572;Papendorf, Dorf;5931245;4629390;53.496887;13.948280
344580;9344580;Pasewalk, Alter Friedhof 1;5931531;4631676;53.498888;13.982826
344581;9344581;Pasewalk, Alter Friedhof 2;5932161;4631354;53.504626;13.978240
344582;9344582;Pasewalk, Am Markt;5931959;4632550;53.502512;13.996169
344583;9344583;Pasewalk, Kreiskrankenhaus;5930598;4631706;53.490503;13.982886
344584;9344584;Pasewalk, LBS;5932776;4632014;53.509983;13.988440
344585;9344585;Pasewalk, Markt 2;5932440;4632226;53.506913;13.991492
344586;9344586;Pasewalk, Schulzentrum Ost;5932093;4634168;53.503306;14.020595
344588;9344588;Pfarrhof;5927280;4608409;53.466011;13.630898
344589;9344589;RavensmŸhle, Abzweig;5932779;4617818;53.513378;13.774570
344591;9344591;Penkun, Amt;5909982;4648667;53.300891;14.228540
344592;9344592;Penkun, Markt;5909545;4649011;53.296871;14.233491
344593;9344593;Penkun, Siedlung;5909987;4648675;53.300934;14.228662
344595;9344595;Rollwitz, Dorf;5928597;4631424;53.472605;13.977804
344596;9344596;Rollwitz, Siedlung;5927952;4631029;53.466911;13.971590
344597;9344597;Sandkrug (UER);5937081;4626789;53.549927;13.911468
344599;9344599;Radewitz, Abzweig;5908257;4643579;53.286804;14.151498
344602;9344602;Schmarsow (UER), Abzweig;5926588;4629632;53.455008;13.950005
344603;9344603;Schmarsow (UER), Chausseehaus;5926129;4629308;53.450965;13.944942
344604;9344604;Schšnwalde (UER);5936218;4626308;53.542293;13.903867
344612;9344612;Sommersdorf, Ausbau;5908420;4646577;53.287448;14.196494
344613;9344613;Sommersdorf, Mitte;5908163;4645700;53.285382;14.183235
344614;9344614;Sommersdorf, West;5908096;4645219;53.284912;14.175998
344615;9344615;Stolzenburg;5933242;4627346;53.515318;13.918307
344623;9344623;Strasburg, Gewerbegebiet;5931488;4614930;53.502422;13.730583
344624;9344624;Strasburg, Grundschule;5932203;4615614;53.508694;13.741150
344625;9344625;Strasburg, Heinrich-Heine-Str.;5932008;4615552;53.506956;13.740144
344626;9344626;Strasburg, See;5931581;4616566;53.502898;13.755261
344627;9344627;Strasburg, ZOB;5932374;4615957;53.510154;13.746380
344628;9344628;Strasburg, Markt;5932005;4615857;53.506862;13.744737
344629;9344629;Strasburg, Bahnhof;5932883;4616041;53.514707;13.747834
344631;9344631;Waldeshšhe;5938898;4626281;53.566366;13.904541
344632;9344632;Werbelow, Ausbau;5927549;4625253;53.464695;13.884504
344633;9344633;Wismar (bei Pasewalk), GŠrtnerei;5935223;4620338;53.534757;13.813476
344640;9344640;Woldegk, Abzweig Friedland;5927311;4604635;53.467052;13.574103
344641;9344641;Woldegk, Chausseehaus;5926506;4606739;53.459400;13.605500
344642;9344642;Woldegk, Prenzlauer Chaussee;5926885;4606375;53.462877;13.600150
344643;9344643;Woldegk, See;5926962;4607760;53.463288;13.621021
344644;9344644;Woldegk, ZOB;5926453;4605251;53.459223;13.583088
344651;9344651;Hasselfšrde;5906652;4587002;53.284677;13.302981
344654;9344654;Rosenhof, Abzweig;5908510;4595276;53.299946;13.427558
344655;9344655;Wittenhagen (MST);5913360;4598214;53.342975;13.473111
344656;9344656;Feldberg (Meckl), Bahnhof;5912043;4595625;53.331619;13.433855
344658;9344658;Triepkendorf, GaststŠtte;5907296;4589148;53.290106;13.335329
344659;9344659;Triepkendorf, Neubau;5907650;4589208;53.293276;13.336328
344660;9344660;Feldberg (Meckl), Schule;5911951;4595592;53.330798;13.433332
344661;9344661;Feldberg (Meckl), Rathaus;5912445;4595890;53.335182;13.437953
344662;9344662;Feldberg (Meckl), Prenzlauer Str.;5912762;4596736;53.337876;13.450745
344663;9344663;Feldberg (Meckl), Seerosenkanal;5913052;4596848;53.340460;13.452515
344664;9344664;Feldberg (Meckl), Erddamm;5913403;4597190;53.343550;13.457755
344665;9344665;Feldberg (Meckl), Pastorberg;5912480;4596377;53.335408;13.445272
344666;9344666;Mechow (MST);5905079;4592289;53.269654;13.381774
345237;9345237;Belten, Gutshof;5741165;4640458;51.787038;14.034122
350000;9350000;Gro§-Ziethen (BAR), Fšrsterei;5870454;4624303;52.952162;13.847998
350001;9350001;Tiefensee, Bahnhof;5839619;4623672;52.675362;13.826958
350008;9350008;Schšnow (BAR), Karlstr.;;;52.6711581;13.5226949
350009;9350009;Bernau, Breitscheidstra§e;5839234;4607341;52.675380;13.585489
350010;9350010;Biesdorf (MOL), Ortseingang;5844138;4639809;52.712027;14.067300
350011;9350011;LŸdersdorf, Gemeinde;5842923;4640821;52.700854;14.081744
350012;9350012;Milmersdorf, Gewerbegebiet;5887384;4609928;53.107363;13.639974
350049;9350049;Friedrichswalde, Honiggasse;5878158;4614857;53.023460;13.710253
350050;9350050;Friedrichswalde, Bahnhof;5878755;4614400;53.028920;13.703657
350060;9350060;Golzow (BAR), Bahnhof;5866054;4622992;52.912945;13.826836
350124;9350124;Britz, Bahnhof;5861817;4622664;52.874966;13.820367
350125;9350125;Chorin, Bahnhof;5865053;4625830;52.903299;13.868614
350126;9350126;Melchow, Bahnhof;5850414;4614396;52.774361;13.693636
350127;9350127;Eberswalde, Hauptbahnhof;5857182;4621208;52.833665;13.797032
350128;9350128;Eberswalde, Arbeitsamt;5857448;4621952;52.835887;13.808165
350129;9350129;Eberswalde, Friedrich-Hegel-Str.;5857747;4622004;52.838561;13.809048
350130;9350130;Eberswalde, Oberstufenzentrum;5857986;4622316;52.840637;13.813765
350131;9350131;Eberswalde, Gropius-Krankenhaus;5858474;4623334;52.844788;13.829049
350132;9350132;Melchow, Finower Str.;5850716;4614975;52.776951;13.702317
350133;9350133;Melchow, Am Ring;5851129;4615190;52.780615;13.705647
350136;9350136;Basdorf (BAR), Kirche (Wendestelle);5844723;4597321;52.726580;13.439021
350137;9350137;Biesenthal, Bahnhof;5848308;4613152;52.755706;13.674484
350138;9350138;Ahrensfelde, Kirschenallee;5828823;4607131;52.581899;13.579013
350139;9350139;Ahrensfelde, Fasanenstr.;5828442;4607388;52.578426;13.582680
350140;9350140;Ahrensfelde, Ahrensfelder Chaussee;5827725;4607260;52.572011;13.580560
350141;9350141;Ahrensfelde, Friedhof Bhf;5828876;4606801;52.582440;13.574164
350142;9350142;Ahrensfelde, Nord Bhf;5829705;4607278;52.589794;13.581466
350143;9350143;Ahrensfelde, Bahnstr.;5828728;4606822;52.581107;13.574426
350144;9350144;Ahrensfelde, Dorfstr.;5828183;4607161;52.576144;13.579249
350145;9350145;Ahrensfelde, Feldstr.;5827971;4606845;52.574302;13.574521
350146;9350146;Ahrensfelde, Heinestr.;5828896;4606327;52.582713;13.567180
350147;9350147;Ahrensfelde, Kirche;5828265;4606867;52.576939;13.574940
350148;9350148;Ahrensfelde, Ulmenallee;5828582;4606595;52.579840;13.571031
350149;9350149;Basdorf (BAR), Bahnhof;5843562;4597011;52.716205;13.434091
350150;9350150;Biesenthal, Hellwigstr.;5848343;4612882;52.756077;13.670499
350151;9350151;Blumberg (BAR), Bahnhof;5831441;4609322;52.604981;13.612187
350152;9350152;Gro§ Schšnebeck, Bahnhof;5864542;4603679;52.903432;13.539377
350153;9350153;Klandorf, Bahnhof;5861731;4604854;52.877954;13.555928
350154;9350154;Klosterfelde, Bahnhof;5851900;4600400;52.790490;13.486775
350155;9350155;Lindenberg (BAR), Bernauer Str.;5831157;4603349;52.603597;13.523966
350156;9350156;Lindenberg (BAR), Dorf;5830908;4603039;52.601419;13.519314
350157;9350157;Lindenberg (BAR), MŸhle;5830467;4602410;52.597576;13.509898
350158;9350158;RŸdnitz, Bahnhof;5843953;4610673;52.717100;13.636315
350159;9350159;Ruhlsdorf-Zerpenschleuse, Bahnhof;5858142;4603954;52.845889;13.541422
350160;9350160;S Bernau Bhf;5839340;4607849;52.676231;13.593031
350161;9350161;S Bernau-Friedenstal;5838513;4605949;52.669177;13.564685
350162;9350162;S Ršntgental;5836170;4602531;52.648785;13.513450
350163;9350163;S Zepernick;5837359;4603839;52.659218;13.533143
350164;9350164;Schšnerlinde (BAR), Bahnhof;5836204;4596893;52.650126;13.430184
350165;9350165;Schšnwalde (BAR), Bahnhof;5839681;4596959;52.681350;13.432180
350166;9350166;Schwanebeck (BAR), Dorf;5833643;4604456;52.625718;13.541084
350167;9350167;Schwanebeck (BAR), Lindenberger Str.;5834247;4602953;52.631431;13.519084
350168;9350168;Seefeld (Mark), Bahnhof;5833128;4613867;52.619202;13.679825
350169;9350169;Wandlitz, Bahnhof;5846850;4599142;52.745357;13.466607
350170;9350170;Wandlitz, Wandlitzsee Bhf;5848158;4599546;52.757033;13.472984
350171;9350171;Werftpfuhl, Bahnhof;5837337;4621024;52.655462;13.786991
350172;9350172;Werneuchen, Bahnhof;5835216;4617773;52.637126;13.738216
350173;9350173;Zepernick, Inntaler Str.;5836148;4603933;52.648321;13.534151
350174;9350174;Zepernick, Kirche;5836953;4604338;52.655475;13.540387
350175;9350175;Zepernick, Schweizer Str.;5835802;4603393;52.645316;13.526067
350176;9350176;Zepernick, Bozener Str.;5836056;4604550;52.647376;13.543234
350177;9350177;Schšnwalde (BAR), Museumsbahnhof;5839514;4596672;52.679901;13.427889
350181;9350181;Schwanebeck (BAR), SteiermŠrker Str.;5835474;4603923;52.642269;13.533791
350183;9350183;Schwanebeck (BAR), Zillertaler Str.;5835020;4603288;52.638311;13.524271
350196;9350196;Niederfinow, Hebewerkstr.;5858482;4630644;52.843138;13.937484
350197;9350197;Bernau, Schwanebecker Chaussee;5838570;4607170;52.669449;13.582746
350198;9350198;Hohensaaten, BrŸcke;5862005;4644376;52.871274;14.142704
350199;9350199;Ladeburg, Tierheim;5843792;4607713;52.716250;13.592476
350200;9350200;Ackermannshof;5850443;4625729;52.772105;13.861491
350201;9350201;Ahrensfelde, Kraftwerk;5828695;4605190;52.581128;13.550348
350202;9350202;Ahrensfelde, Mehrower Str.;5828325;4607464;52.577360;13.583762
350203;9350203;Albertshof (BAR), Dorf;5841952;4612081;52.698836;13.656461
350204;9350204;Albertshof (BAR), RŸsterstr.;5842297;4610892;52.702180;13.638997
350207;9350207;Altenhof, Unter den Buchen;5865397;4615006;52.908811;13.707946
350208;9350208;Altenhof, EJB Werbellinsee;5866840;4616466;52.921457;13.730154
350209;9350209;Altenhof, Kiefernweg;5866251;4615888;52.916292;13.721354
350210;9350210;Altenhof, Dorf;5865783;4615017;52.912275;13.708246
350211;9350211;Altenhof, Seetor;5866431;4616062;52.917871;13.724004
350219;9350219;AlthŸttendorf, Bahnhofstr.;5871169;4621067;52.959322;13.800142
350220;9350220;AlthŸttendorf, Chausseehaus;5870380;4621879;52.952052;13.811923
350221;9350221;AlthŸttendorf, GaststŠtte;5871620;4621488;52.963278;13.806573
350222;9350222;AlthŸttendorf, Kreuzung;5870704;4620919;52.955179;13.797767
350227;9350227;Basdorf (BAR), Feuerwehr;;;;
350233;9350233;Basdorf (BAR), Prenzlauer Str.;5842216;4597484;52.704029;13.440690
350234;9350234;Basdorf (BAR), Schule;5842913;4597909;52.710214;13.447183
350235;9350235;Basdorf (BAR), Bahnhof/B109  ;5843548;4597236;52.716039;13.437416
350236;9350236;Basdorf (BAR), Kirche;5844731;4597394;52.726638;13.440103
350244;9350244;Bernau, Abzweig Wohnsiedlung;5838355;4605557;52.667834;13.558842
350245;9350245;Berlin, Feldmannstr.;;;;
350246;9350246;Bernau, Am Wasserturm;5840138;4606804;52.683606;13.577845
350247;9350247;Bernau, Anglersruh;5844318;4602636;52.721960;13.517538
350248;9350248;Bernau, August-Bebel-Str.;5839908;4607681;52.681367;13.590733
350249;9350249;Bernau, BŠckerei;5839092;4606340;52.674301;13.570649
350250;9350250;Bernau, Ladeburger Chaussee;5841064;4607506;52.691786;13.588524
350251;9350251;Bernau, Blumberger Chaussee;5838349;4607228;52.667452;13.583531
350252;9350252;Bernau, Bšrnicker Landweg;5836926;4608527;52.654412;13.602257
350253;9350253;Bernau, Brandenburg-Klinik;5845263;4601334;52.730695;13.498566
350254;9350254;Bernau, Albertshofer Chaussee;5841136;4609427;52.692048;13.616948
350255;9350255;Bernau, Busbahnhof;5839358;4607990;52.676365;13.595120
350256;9350256;Bernau, Diebesweg;5839115;4606128;52.674549;13.567524
350257;9350257;Bernau, Kurallee;5844818;4600875;52.726783;13.491637
350258;9350258;Bernau, Waldfrieden;5842170;4604413;52.702325;13.543146
350259;9350259;Bernau, Forstschule;5842685;4604039;52.707023;13.537778
350260;9350260;Bernau, Schšnower Chaussee;5839629;4605187;52.679350;13.553781
350261;9350261;Bernau, Guntherstr.;5839149;4609256;52.674234;13.613761
350262;9350262;Bernau, Hasenheide;5838835;4610090;52.671245;13.625981
350263;9350263;Bernau, Heinersdorfer Str.;5839260;4607023;52.675676;13.580797
350265;9350265;Bernau, Jahnstr.;5839988;4607888;52.682044;13.593819
350266;9350266;Bernau, Krankenhaus;5840095;4607307;52.683121;13.585266
350267;9350267;Bernau, Karl-Liebknecht-Str.;5837610;4606880;52.660882;13.578150
350268;9350268;Bernau, LohmŸhlenstr.;5839809;4607174;52.680578;13.583207
350269;9350269;Bernau, Rollberg;5840740;4607481;52.688880;13.588048
350270;9350270;Bernau, RŸdnitzer Chaussee;5840433;4608223;52.685975;13.598917
350271;9350271;Bernau, Sachtelebenstr.;5840342;4607371;52.685327;13.586293
350272;9350272;Bernau, Schšnfelder Weg;5839602;4608915;52.678372;13.608871
350273;9350273;Bernau, Lindow;5838064;4606955;52.664946;13.579405
350274;9350274;Bernau, Waldkater;5841771;4604847;52.698657;13.549437
350275;9350275;Birkenhšhe, Wacholderweg;5836765;4608193;52.653032;13.597271
350276;9350276;Bernau, Wilhelm-Weitling-Str.;5837878;4607216;52.663224;13.583201
350277;9350277;Bernau, Wohnpark Friedenstal;5838790;4605141;52.671822;13.552834
350278;9350278;Biesenthal, Dewinsee;5846918;4611728;52.743516;13.652928
350280;9350280;Biesenthal, Ambulatorium;5849431;4609370;52.766571;13.618864
350281;9350281;Biesenthal, Kiefernallee;5848787;4612055;52.760237;13.658406
350282;9350282;Biesenthal, Schule;5849443;4610817;52.766384;13.640297
350283;9350283;Biesenthal, Lanker Str.;5849369;4608834;52.766122;13.610906
350284;9350284;Biesenthal, Markt;5849382;4610268;52.765949;13.632146
350285;9350285;Biesenthal, Amt;5849011;4611371;52.762390;13.648354
350286;9350286;Biesenthal, Wukensee;5850438;4609073;52.775677;13.614801
350287;9350287;Biesenthal, Wullwinkel;5846601;4610771;52.740865;13.638657
350288;9350288;Birkenhšhe, Dorf;5836600;4607927;52.651603;13.593288
350289;9350289;Birkenhšhe, Grenzweg;5836006;4608933;52.646066;13.607951
350290;9350290;Birkenhšhe, Siedlung;5836167;4607241;52.647849;13.583014
350291;9350291;Birkholzaue, Siedlung Lauter;5833507;4609246;52.623555;13.611748
350292;9350292;Birkholz (BAR), Dorf;5833801;4606751;52.626692;13.575013
350293;9350293;Birkholz (BAR), Siedlung;5835019;4606695;52.637644;13.574580
350295;9350295;Blumberg (BAR), Ausbau;5832476;4609624;52.614218;13.616986
350296;9350296;Blumberg (BAR), Henry-Kruse-Str.;5830439;4608052;52.596234;13.593122
350297;9350297;Blumberg (BAR), Hort;5831263;4609718;52.603302;13.617971
350298;9350298;Blumberg (BAR), Mšbel-HŸbner-Str.;5830497;4608417;52.596682;13.598525
350299;9350299;Blumberg (BAR), Schlo§parksiedlung;5831766;4610403;52.607682;13.628245
350300;9350300;Blumberg (BAR), Schule;5831036;4609684;52.601270;13.617394
350301;9350301;Blumberg (BAR), Schwšrerhaus;5829497;4607998;52.587783;13.592018
350303;9350303;Bšrnicke (BAR);5837989;4610924;52.663476;13.638021
350307;9350307;Britz, Dorf;5863183;4621928;52.887402;13.809952
350308;9350308;Britz, Fleischwerke;5863161;4622667;52.887036;13.820917
350309;9350309;Britz, HeegermŸhler Str.;5862281;4622404;52.879192;13.816681
350310;9350310;Britz, Schule;5861838;4622360;52.875223;13.815862
350311;9350311;Brodowin, Dorf;5866156;4632071;52.911709;13.961760
350312;9350312;Brodowin, Wei§ensee;5866935;4631205;52.918917;13.949209
350313;9350313;Brodowin, Ziegenberg;5865009;4631616;52.901520;13.954536
350315;9350315;Chorin, An der B 2;5864698;4627193;52.899790;13.888720
350316;9350316;Chorin, Dorf;5865002;4626086;52.902781;13.872396
350317;9350317;Chorin, HŸttenweg;5864729;4626991;52.900116;13.885732
350318;9350318;Chorin, Kloster;5863853;4627009;52.892245;13.885658
350319;9350319;Chorin, Triftstr.;5865434;4626827;52.906487;13.883571
350322;9350322;Danewitz, Dorfstr.;5846182;4612233;52.736801;13.660152
350324;9350324;Dšlln, Forstsiedlung;5874405;4606867;52.991403;13.589985
350325;9350325;Eberswalde, Ackerstr.;5858167;4622818;52.842148;13.821279
350326;9350326;Eberswalde, Am Friedhof;5856762;4623478;52.829378;13.830538
350327;9350327;Biesenthal, Friedrich-Wolf-Weg;5849299;4608454;52.765570;13.605255
350328;9350328;Eberswalde, Boldtstr.;5857631;4620218;52.837920;13.782514
350329;9350329;Eberswalde, Britzer Str.;5858970;4620699;52.849839;13.790143
350330;9350330;Eberswalde, Busbahnhof;5857228;4621266;52.834066;13.797909
350331;9350331;Eberswalde, Clara-Zetkin-Weg;5859122;4622750;52.850741;13.820629
350332;9350332;Eberswalde, Dr.-Gillwald-Hšhe;5858670;4622942;52.846638;13.823308
350333;9350333;Biesenthal, Sydower Flie§;5847551;4612206;52.749103;13.660220
350334;9350334;Eberswalde, Freienwalder Str.;5856667;4623879;52.828433;13.836448
350335;9350335;Eberswalde, Fr.-Ebert-Str.;5857200;4622381;52.833562;13.814434
350336;9350336;Eberswalde, Gertraudenstr.;5856769;4623350;52.829471;13.828642
350337;9350337;Eberswalde, Grabowstr.;5857188;4621762;52.833595;13.805250
350338;9350338;Eberswalde, Humboldt-Gymnasium;5856877;4621785;52.830796;13.805475
350339;9350339;Eberswalde, IndustriegelŠnde;5859012;4619594;52.850462;13.773765
350340;9350340;Eberswalde, Karl-Bach-Str.;5857084;4624037;52.832142;13.838949
350341;9350341;Eberswalde, Karl-Marx-Platz;5857225;4622172;52.833834;13.811344
350342;9350342;Eberswalde, Kaufland;5858893;4619990;52.849305;13.779596
350343;9350343;Eberswalde, Kranbau;5857721;4619928;52.838793;13.778246
350344;9350344;Eberswalde, Krankenhaus;5856483;4620846;52.827468;13.791404
350345;9350345;Eberswalde, Sportzentrum Westend;5857775;4619787;52.839309;13.776174
350346;9350346;Eberswalde, Kupferhammer;5858185;4620756;52.842775;13.790699
350347;9350347;Eberswalde, Raumerstr.;5856760;4621804;52.829741;13.805713
350348;9350348;Eberswalde, Leibnizviertel;5857784;4622728;52.838729;13.819800
350349;9350349;Eberswalde, Macherslust;5858978;4624468;52.849054;13.846063
350350;9350350;Eberswalde, MŠrka;5858680;4620612;52.847254;13.788746
350351;9350351;Eberswalde, Markt;5857243;4622793;52.833855;13.820561
350352;9350352;Biesenthal, Wagnerstr.;5847843;4612713;52.751621;13.667825
350353;9350353;Eberswalde, Neue Str.;5859247;4623034;52.851799;13.824890
350354;9350354;Eberswalde, Nordend;5858865;4622350;52.848524;13.814598
350355;9350355;Eberswalde, Oderberger Str.;5858208;4623031;52.842468;13.824454
350356;9350356;Eberswalde, Ostend;5857211;4624297;52.833223;13.842853
350357;9350357;Eberswalde, Wildparkstr.;5856838;4620094;52.830825;13.780384
350358;9350358;Eberswalde, Robert-Koch-Str.;5857631;4622720;52.837356;13.819624
350359;9350359;Eberswalde, Rosengrund;5858364;4622716;52.843941;13.819840
350360;9350360;Eberswalde, Saarstr.;5856800;4623972;52.829606;13.837878
350361;9350361;Eberswalde, Sandbergstr.;5857010;4622077;52.831925;13.809855
350362;9350362;Eberswalde, Schneiderstr.;5857004;4623030;52.831654;13.823986
350363;9350363;Eberswalde, Schšpfurter Str.;5857376;4620955;52.835465;13.793351
350364;9350364;Eberswalde, SchwŠrzetal;5856553;4621173;52.828024;13.796279
350365;9350365;Eberswalde, Sommerfelder Str.;5857029;4623978;52.831662;13.838054
350366;9350366;Eberswalde, Stadtsee;5860990;4624244;52.867176;13.843506
350367;9350367;Eberswalde, Drehnitzstr.;5857023;4620410;52.832416;13.785138
350368;9350368;Eberswalde, SŸdend;5855829;4623591;52.820973;13.831861
350369;9350369;Eberswalde, Zoo;5856140;4620190;52.824534;13.781551
350370;9350370;Eberswalde, Tramper Chaussee;5856639;4623400;52.828292;13.829335
350371;9350371;Eberswalde, WassertorbrŸcke;5859816;4623342;52.856839;13.829675
350372;9350372;Eberswalde, Weinbergstr.;5857069;4622121;52.832445;13.810530
350373;9350373;Eberswalde, Werbelliner Str.;5857504;4620537;52.836708;13.787199
350374;9350374;Eberswalde, Westend-Theater;5857474;4620593;52.836426;13.788018
350375;9350375;Eiche, Ahrensfelder Chaussee;5827536;4607865;52.570193;13.589419
350376;9350376;Eberswalde, Behšrdenzentrum;5856085;4623125;52.823379;13.825048
350377;9350377;Eiche, Dorf;5826763;4607863;52.563250;13.589138
350378;9350378;Eiche, GŠrtnerstr.;5827867;4608284;52.573084;13.595704
350379;9350379;Eberswalde, Bernauer Heerstr.;5855872;4623007;52.821492;13.823219
350380;9350380;Eichhorst, Dorf;5863019;4610374;52.888421;13.638320
350381;9350381;Eichhorst, Fennberg;5861227;4610553;52.872288;13.640371
350382;9350382;Eichhorst, Forstsiedlung;5863854;4610310;52.895934;13.637653
350383;9350383;Joachimsthal, Hubertusstock;5866541;4612048;52.919710;13.664392
350384;9350384;Eichhorst, Rosenbeck;5861260;4609712;52.872756;13.627897
350385;9350385;Eichhorst, Schleuse;5863239;4610399;52.890392;13.638766
350386;9350386;Joachimsthal, Campingplatz Spring;5865953;4612304;52.914375;13.667994
350387;9350387;Eichhorst, Wildau;5865304;4610906;52.908836;13.646999
350388;9350388;Eichhorst, Askanierturm;5864205;4610612;52.899025;13.642258
350389;9350389;Eichhorst, Zeltplatz Spring;5865963;4612182;52.914491;13.666184
350390;9350390;Joachimsthal, Am Spring;5865638;4611730;52.911665;13.659356
350391;9350391;Elisenau, Birkholzaue;5834776;4609198;52.634964;13.611458
350392;9350392;Elisenau, Seestr.;5835480;4609204;52.641287;13.611779
350395;9350395;Falkenberg (MOL), Amalienhof Ausbau;5856238;4630887;52.822926;13.940190
350402;9350402;Finowfurt, Besters Flie§;5859136;4611962;52.853215;13.660569
350403;9350403;Finowfurt, BrŸckenstr.;5858955;4614640;52.851026;13.700242
350404;9350404;Finowfurt, Fachmarkt;5857956;4614438;52.842096;13.696895
350405;9350405;Finowfurt, Heideufer;5858836;4614659;52.849953;13.700482
350406;9350406;Finowfurt, Kreuzung;5858830;4613505;52.850144;13.683358
350407;9350407;Finowfurt, Krugacker;5859026;4612738;52.852065;13.672046
350408;9350408;Finowfurt, Magistrale 1;5858502;4614310;52.847027;13.695187
350409;9350409;Finowfurt, Post;5858145;4613482;52.843996;13.682779
350410;9350410;Finowfurt, Schlosserei Gustmann;5859009;4613465;52.851760;13.682827
350411;9350411;Finowfurt, Stra§e zum Jugendheim;5858044;4613939;52.842992;13.689523
350412;9350412;Finowfurt, KaiserbrŸcke;5859603;4611248;52.857557;13.650134
350413;9350413;Finowfurt, Triftstr.;5859216;4612796;52.853759;13.672972
350414;9350414;Finowfurt, Walzwerkstr.;5859021;4613596;52.851840;13.684775
350415;9350415;Finowfurt, Werbelliner Str.;5859165;4613290;52.853198;13.680285
350416;9350416;Finow, Wolfswinkel;5857699;4618429;52.838926;13.756004
350417;9350417;Finow, Barnimer Heide;5857085;4619241;52.833232;13.767824
350418;9350418;Finow, Biesenthaler Str.;5857184;4616415;52.834739;13.725947
350419;9350419;Finow, Brandenburger Allee;5856926;4618327;52.832006;13.754211
350420;9350420;Finow, Clara-Zetkin-Siedlung;5860519;4616204;52.864739;13.724005
350421;9350421;Finow, Clara-Zetkin-Siedlung/BŠckerei;5860058;4616386;52.860559;13.726541
350422;9350422;Finow, Erich-Steinfurth-Str.;5858645;4616407;52.847863;13.726349
350423;9350423;Finow, Forsthaus;5857589;4617858;52.838063;13.747495
350424;9350424;Finow, Frankfurter Allee;5856786;4618976;52.830605;13.763785
350425;9350425;Finow, Gro§bŠckerei;5858802;4618164;52.848891;13.752472
350426;9350426;Finow, Gro§er Stern;5857672;4616775;52.839044;13.731461
350427;9350427;Finow, Heinrich-Rau-Str.;5857723;4615748;52.839724;13.716245
350428;9350428;Finow, Eisenspalterei;5857852;4619176;52.840136;13.767140
350429;9350429;Finow, Kleiner Stern;5857606;4617151;52.838370;13.737014
350430;9350430;Finow, H.-u.-H.-Coppi-Str.;5858219;4619201;52.843427;13.767644
350431;9350431;Finow, MŠckerseebrŸcke;5859358;4616695;52.854205;13.730877
350432;9350432;Finow, Post;5857694;4616366;52.839330;13.725402
350433;9350433;Finow, Potsdamer Allee;5856845;4618663;52.831204;13.759165
350434;9350434;Finow, Schšnholzer Str. (Kleiner Stern);5857450;4617129;52.836973;13.736632
350435;9350435;Finow, Spechthausener Str.;5857658;4619206;52.838387;13.767514
350436;9350436;Finow, Stra§e des Friedens;5858229;4617264;52.843941;13.738914
350437;9350437;Finow, Uckermarkstr.;5857224;4619220;52.834486;13.767563
350438;9350438;Finow, WaldhŠuschen;5857141;4617144;52.834195;13.736744
350439;9350439;Finow, Winkelstr.;5858061;4617086;52.842471;13.736213
350440;9350440;Finow, Zum Specht;5856796;4619155;52.830656;13.766443
350445;9350445;Friedrichswalde, Kirche;5878683;4614649;53.028220;13.707341
350449;9350449;Glambeck (BAR);5877872;4622045;53.019303;13.817215
350450;9350450;Golzow (BAR), Denkmal;5865537;4621324;52.908681;13.801861
350451;9350451;Golzow (BAR), Dorf;5865843;4621666;52.911352;13.807056
350452;9350452;Golzow (BAR), Schšnhof;5867327;4620796;52.924876;13.794682
350453;9350453;Gorinsee, Dorf;5840080;4599844;52.684411;13.474945
350454;9350454;Gorinsee, Siedlung;5839763;4599075;52.681704;13.463482
350456;9350456;Gro§ Schšnebeck, Abzweig Liebenthal;5868315;4599362;52.938139;13.476394
350457;9350457;Gro§ Schšnebeck, Bšhmerheide;5862540;4599442;52.886247;13.475818
350458;9350458;Gro§ Schšnebeck, Feuerwehr;5865074;4603303;52.908283;13.533960
350459;9350459;Gro§ Schšnebeck, Forstwerkstatt;5866212;4603760;52.918417;13.541113
350460;9350460;Gro§ Schšnebeck, Heide;5865514;4602855;52.912321;13.527443
350461;9350461;Gro§ Schšnebeck, Sarnow;5865125;4606802;52.908058;13.585964
350462;9350462;Gro§ Schšnebeck, Schluft;5868994;4598773;52.944347;13.467842
350463;9350463;Gro§ Schšnebeck, Schule;5864756;4603277;52.905432;13.533473
350464;9350464;Gro§ Schšnebeck, Sperlingsaue;5862574;4604119;52.885669;13.545284
350465;9350465;Gro§-Ziethen (BAR), Dorf;5871180;4627448;52.957945;13.895050
350466;9350466;GrŸntal, Danewitzer Chaussee;5847505;4613925;52.748331;13.685650
350467;9350467;GrŸntal, Kirche;5846997;4616413;52.743239;13.722298
350468;9350468;GrŸntal, Schule;5846835;4616102;52.741850;13.717637
350469;9350469;GrŸntal, Siedlung;5847365;4617207;52.746373;13.734180
350470;9350470;GrŸntal, Sydow;5846732;4615645;52.741023;13.710838
350484;9350484;Marienwerder, Eberswalder Str.;5858476;4608327;52.848029;13.606412
350486;9350486;Hirschfelde, Dorf;5835280;4621880;52.636795;13.798876
350487;9350487;Hirschfelde, Am Trafo;5835529;4621595;52.639095;13.794760
350488;9350488;Hobrechtsfelde;5838393;4601337;52.668979;13.496497
350489;9350489;Hohenfinow, Abzweig;5854657;4630037;52.808933;13.926959
